mc_mc,dates_mc,wy,dy,ts,dd,mm,yyyy,datetime,timestamp,chl,P-E,Precip,CumPrecip,u,v,wdir,uuvv,u1,v1,wdir1,uuvv1,u3,v3,wdir3,uuvv3,sumu3,sumv3,sumuuvv3,PREC_cmcc,CPREC_cmcc,ppppp_cmcc,MLD,LE,LE_STAR,LC,LC_STAR,LEC,LEC_STAR,BIGV,CRI,FRWC,FP,FRSH,N1bulk,N1meanA,Tsurf,Sref,Sbottom,SmaxSummer,Smodel0,Smodel00,Smodel1,Smodel11,Smodel2,Smodel22,Smodel3,Smodel33,Smodel4,Smodel44,Smodel5,Smodel55,Smodel6,Smodel66,Smodel7,Smodel77,Smodel1_fp,Smodel11_fp,Smodel2_fp,Smodel22_fp,Smodel3_fp,Smodel33_fp,Smodel4_fp,Smodel44_fp,Smodel5_fp,Smodel55_fp,Smodel6_fp,Smodel66_fp,Smodel7_fp,Smodel77_fp,doxy,amon,ntra,ntri,dino,phos,slca,dino+0.5chl,ntri+0.5chl,ntra+0.5chl,Ssurface,Tsurface,FW,FR,chl10,doxy10,amon10,ntra10,ntri10,phos10,slca10,dino10,dino+0.5chl10,ntri+0.5chl10,ntra+0.5chl10,season
574,2003-05-07 12:00:00,19.0,127.0,1052301600.0,7,5.0,2003.0,2003-05-07 12:00:00,1052301600.0,5.6,-1.098618131129589,0.0,0.0,0.64460543090625,0.5693412567645834,109.15597768842449,1.4835210156268064,0.7562812176666666,0.2532729295833333,145.95534352711815,1.2702566388532717,0.5643893550555555,0.5457718287083333,117.44776776331727,1.3699799328073836,40.636033564,39.295571667,98.63855516213164,0.0,0.0,0.0,10,13.218928065454536,9.950944174105414,11.732670296208338,12.070286986965128,9.810519950916213,9.118175596827657,1718085.9375,1718085.9375,0.0976172086323427,0.0,0.2299585296371489,0.0473244910736712,0.03920794855515428,20.48770680803597,37.65459413119244,38.20659179625997,38.1670109002585,37.794435193666146,38.272709488635996,37.794776038631575,38.27305464686565,37.78758670715836,38.26577433711947,37.7587769748706,38.23660002855671,37.88541858068177,38.364844236031935,37.79294100788029,38.27119639449366,37.84974735135675,38.328721600779865,37.858621495740685,38.33770804410747,38.1670109002585,38.65,38.1670109002585,38.65,38.1670109002585,38.65,38.1670109002585,38.65,38.1670109002585,38.65,38.1670109002585,38.65,38.1670109002585,38.65,6.856,1.237,2.488,0.529,4.254,0.235,6.016,7.053999999999999,3.329,5.287999999999999,37.65459413119244,20.48770680803597,0.0976172086323427,0.2299585296371489,0.7481880270062004,0.8360708089151417,0.09236969962912069,0.3958503760187811,-0.2765443279648142,-0.6289321377282637,0.7793078275835859,0.6287974855667101,0.8484354553314708,0.5223137951566674,0.7232914464775838,MAM
575,2003-05-12 12:00:00,20.0,132.0,1052733600.0,12,5.0,2003.0,2003-05-12 12:00:00,1052733600.0,2.674,-0.887513083923282,0.00998382153256124,1.1980585839073488,1.133172751166667,1.01326021235,103.12508480708084,2.256371612720938,1.1764821666666667,1.2604439975,105.52654419885408,2.241639997275777,1.52020406875,1.1470250183333333,94.99779963823921,2.4597085608803635,109.45469295,82.58580132,177.09901638338613,2.405445833333333e-05,0.002886535,0.0011865274080384196,10,15.192530752884226,13.366450241040203,11.732670296208338,12.070286986965128,11.038145184263348,11.070902682486818,944957.8125000227,944957.8125000227,0.07386067947915459,0.0042714979013163965,0.1884106156540174,0.048648820870102916,0.034528742089653584,21.846538276197677,37.821385214172956,38.20357746949104,38.1670109002585,37.88510676438036,38.364528473813074,37.86202982581138,38.34115950530721,37.8907135066693,38.3702061673069,37.89153103814249,38.37103404433195,37.96626681133229,38.44671557048903,37.9388418135172,38.418943519690416,37.907069159165104,38.38676879440429,37.91433996146768,38.39413160596239,38.084104166007904,38.56604411235769,38.0919016016702,38.57394022162165,38.09212384124592,38.57416527355522,38.112440180212495,38.59473870811394,38.10498490775076,38.58718909199651,38.0963477586569,38.578442643044816,38.09832426974165,38.580444166130455,6.07,0.413,0.008,0.04,0.461,0.081,2.984,1.798,1.3769999999999998,1.345,37.821385214172956,21.846538276197677,0.07386067947915459,0.1884106156540174,0.42716140292596555,0.7831886910752576,-0.384049948343599,-2.0969100130080562,-1.3979400086720375,-1.0915149811213503,0.4747988188006312,-0.33629907461035186,0.25478968739721,0.1389339402569236,0.12872228433842678,MAM
576,2003-05-23 12:00:00,21.0,143.0,1053684000.0,23,5.0,2003.0,2003-05-23 12:00:00,1053684000.0,2.355,-1.8747600548915515,0.945668396011749,249.6564565471017,1.7592547827272726,0.45597054678030297,129.24833012170672,4.358486774613022,-0.40261915708333335,-6.303095333333334,270.3480929987577,6.882884778805855,2.614492392083333,-3.6293353369444437,228.94486177522438,6.909822277597828,188.24345223,-261.31214426,497.5072039870436,20.336727768307085,5368.896130833073,0.39143116822036095,10,24.871299614904324,28.85550007211307,14.847506010442247,15.097667153656134,18.996054799662726,21.657191706061763,2317106.250000056,2317106.250000056,0.06265923352386181,0.5253107101445155,0.2540679469862281,0.044216060664798586,0.030276009075106494,20.589450834302923,37.902771224542974,38.209606123028905,38.1670109002585,37.92785933536779,38.40782206243027,37.7557500210057,38.23353476973454,37.95051285180051,38.430762250552746,37.97711514422763,38.45770118493761,38.00165529535624,38.4825518824051,38.02448664033405,38.5056721494257,37.89002102804457,38.36950492562686,37.89461061810418,38.37415259521429,37.67548690511597,38.15225595444442,37.90826033319272,38.38797504228909,37.94005442233022,38.42017147360973,37.96938391543942,38.4498721203707,37.996671105795,38.47750461980847,37.835962712908476,38.314762522941216,37.841448023464324,38.32031724802924,5.63,0.21,0.013999999999999999,0.028999999999999998,0.253,0.057999999999999996,0.154,1.4305,1.2065,1.1915,37.902771224542974,20.589450834302923,0.06265923352386181,0.2540679469862281,0.371990911464915,0.7505083948513462,-0.6777807052660807,-1.853871964321762,-1.537602002101044,-1.2365720064370627,-0.8124792791635369,-0.5968794788241821,0.1554878621412815,0.08152732624480459,0.07609404668247492,MAM
577,2003-05-27 12:00:00,22.0,147.0,1054029600.0,27,5.0,2003.0,2003-05-27 12:00:00,1054029600.0,0.991,-1.6536189672712758,0.0007403257492366633,0.07107127192671966,0.8232598421875,0.4717700318750001,114.69319253126558,3.1823831938074827,2.1849373583333334,1.370521269583333,84.82197272933689,2.946570496682894,1.7517434645833334,1.5133336147222225,83.50182522070892,2.6783230232395083,126.12552945,108.96002026,192.83925767324456,1.140801291686314,109.51692400188614,0.1348061014543411,10,16.83452011987302,15.602506898165428,11.732670296208338,12.070286986965128,12.059499478439104,12.349310131885822,1031189.0625000108,1031189.0625000108,0.05151247515026155,0.14353186693772452,0.19397570010585816,0.04341345508659775,0.031611441750454695,20.561935457909357,37.982147703792734,38.213625225387496,38.1670109002585,37.97040318020257,38.45090428354424,37.85302159965799,38.33203728345603,37.90664412370871,38.38633838028481,37.91275434888257,38.392525928049224,37.98049575259483,38.46112457362618,37.96576804701071,38.446210494493435,37.89939125982424,38.378993734148715,37.90687681981817,38.3865740210756,38.13467672267063,38.61725664561375,38.14019869495456,38.62284849637019,38.14082791736913,38.62348568135664,38.147803832069066,38.63054987362093,38.14628719361385,38.62901404267919,38.13945180520891,38.622092155017064,38.14022265767339,38.62287276232817,5.527,0.32899999999999996,0.004,0.035,0.368,0.12300000000000001,0.35700000000000004,0.8634999999999999,0.5305,0.4995,37.982147703792734,20.561935457909357,0.05151247515026155,0.19397570010585816,-0.0039263455147246756,0.7424894645817751,-0.4828041020500258,-2.3979400086720375,-1.4559319556497243,-0.9100948885606021,-0.44733178388780676,-0.43415218132648237,-0.06373765809652245,-0.27531461176264055,-0.3014645074379989,JJA
578,2003-06-05 12:00:00,23.0,156.0,1054807200.0,5,6.0,2003.0,2003-06-05 12:00:00,1054807200.0,3.855,-1.169141597027718,0.2151410129686028,46.47045880121821,1.538888428101852,1.3631603704166666,113.81423518835042,2.8360057673660943,0.8837032433333333,1.7302418145833334,84.90465698388589,2.4275518814675405,1.6671437440277777,1.3347507701388888,118.36581465372716,2.773872512196021,120.03434957,96.10205545,199.71882087811355,40.451982455114546,8737.628210304743,1.3730550364831235,10,15.442370865072926,13.1449951484453,11.732670296208338,12.070286986965128,11.19355134983995,10.944291471997794,6164437.5,6164437.5,0.10555571656816996,0.6179012994015188,0.3520457020549799,0.052888554224673534,0.03172609567704867,22.48235258586191,37.648565537831686,38.18850583564637,38.1670109002585,37.76413628177431,38.24202715546402,37.597153007195956,38.07293077064836,37.65791608731453,38.134462784583654,37.64632128364824,38.12272125305861,37.79798861861428,38.276307880834,37.73349389502024,38.21099700088526,37.681309113132755,38.15815184030346,37.69489462524537,38.171909271937935,37.88636667515175,38.36580432827915,37.9162913418846,38.396107680361055,37.91058112056485,38.390325198348386,37.985274412021774,38.465963705182325,37.95351198151607,38.43379933312151,37.927811964277616,38.40777409187686,37.934502571823714,38.41454936653308,5.992999999999999,0.9079999999999999,1.6280000000000001,0.374,2.91,0.161,0.253,4.8375,2.3015,3.5555,37.648565537831686,22.48235258586191,0.10555571656816996,0.3520457020549799,0.5860243823869757,0.7776442776964849,-0.041914151478914925,0.21165440055318246,-0.42712839779951983,-0.7931741239681502,-0.5968794788241821,0.4638929889859073,0.6846209780269679,0.36201097922999304,0.5509006829762864,JJA
579,2003-06-10 12:00:00,24.0,161.0,1055239200.0,10,6.0,2003.0,2003-06-10 12:00:00,1055239200.0,2.568,-1.2991233914138751,0.07671184906374494,9.205421887649393,2.0905194541666665,1.0018481994,102.85920600429243,3.0845547852639976,0.8399583541666665,-0.26531304416666673,156.89354607586216,3.0885661387309913,1.885902330555556,0.4939466381666667,139.2925448230807,3.0777857768978367,135.7849678,35.564157948,221.60057593664428,5.582573711090131,669.9088453308158,0.5544111514144732,10,16.44125255199721,15.106408625033904,11.732670296208338,12.070286986965128,11.814878211526384,12.065678799922747,671625.000000031,671625.000000031,0.08117266861451775,0.2624982981546241,0.16814224687144586,0.058050382099264185,0.03696741540558216,24.013600815452836,37.933918956906794,38.21061089861856,38.1670109002585,37.857199087477156,38.336267635804894,37.89483832159142,38.37438318020311,37.936646630907376,38.416720557874214,37.941435047312034,38.42156956987893,38.001468416310686,38.482362638475855,37.9868406258916,38.467549738896814,37.93503252551884,38.41508602659196,37.94152116752804,38.42165677991374,38.003412762537316,38.48433158966921,38.02854300004639,38.50977984083732,38.031421232711374,38.51269449644901,38.06750623222679,38.549236137996886,38.05871372534289,38.54033236526102,38.02757278975943,38.50879735290581,38.03147299805463,38.512746916863115,5.742999999999999,0.304,0.062,0.095,0.461,0.203,0.264,1.745,1.379,1.3459999999999999,37.933918956906794,24.013600815452836,0.08117266861451775,0.16814224687144586,0.4095950193968157,0.7591388162811664,-0.5171264163912462,-1.207608310501746,-1.0222763947111522,-0.6925039620867871,-0.5783960731301689,-0.33629907461035186,0.24179543129519873,0.13956426617584977,0.129045059887958,JJA
580,2003-06-18 12:00:00,25.0,169.0,1055930400.0,18,6.0,2003.0,2003-06-18 12:00:00,1055930400.0,0.341,-1.3403865515851254,0.13544435850317407,26.005316832609424,1.3142627016145834,1.8894690622916668,80.77873714988742,3.0558822498944287,0.5405332058333333,3.060747416666667,85.68725384063889,3.6967198807157424,1.3807939906944444,2.465094930833333,80.16829288300238,3.489709708973248,99.41716733,177.48683502,251.25909904607383,6.556863185441794,1258.9177316048244,0.3976677643987294,10,17.096491342504287,16.708955538831393,11.732670296208338,12.070286986965128,12.222451467388707,12.981893470101992,786248.4375002831,786248.4375002831,0.05704320842605187,0.3239318899702833,0.17720983743181945,0.06358704441876352,0.0309472233162992,27.207385657564252,37.970090517071256,38.22769208364252,38.1670109002585,37.94929402448021,38.42952799943331,37.880160573725945,38.35951969098507,37.932319580519646,38.41233875029901,37.94604904504594,38.426241956010564,37.99922774476424,38.48009361207773,37.995336299852795,38.47615292240149,37.922522374381096,38.402417564219114,37.92936093647361,38.40934266573064,37.93574167808564,38.41580415321651,37.97779417660047,38.458388810208525,37.98886337293093,38.46959808303553,38.031737985167496,38.51301525728776,38.028600559985954,38.50983812917615,37.969895310768536,38.450389987214436,37.975408809585254,38.45597325727515,4.9430000000000005,0.11199999999999999,0.057999999999999996,0.048,0.21800000000000005,0.06,0.595,0.3885000000000001,0.21850000000000006,0.2285,37.970090517071256,27.207385657564252,0.05704320842605187,0.17720983743181945,-0.4672456210075022,0.6939906104607768,-0.9507819773298184,-1.2365720064370627,-1.3187587626244128,-1.2218487496163564,-0.22548303427145044,-0.661543506395395,-0.4106089768630668,-0.6605485586935592,-0.641113795594131,JJA
581,2003-06-24 12:00:00,26.0,175.0,1056448800.0,24,6.0,2003.0,2003-06-24 12:00:00,1056448800.0,0.243,-2.4642477195074157,0.4232313045159041,60.945307850290185,-0.0037641384027777593,0.4687142689583334,132.55542751169594,3.865586895628729,1.11781563375,2.3617747124999995,73.34351009053336,2.726503229955377,1.0579274183333334,2.689118137638889,81.59282546851064,3.168278557095616,76.17077412,193.61650591,228.1160561108844,0.06809466228224575,9.805631368643391,0.03129254999718975,10,15.547083574849658,13.877355617403884,11.732670296208338,12.070286986965128,11.258685009006925,11.362999592017296,413985.9375004568,413985.9375004568,0.03667976176840949,0.06421154340568656,0.14309674609907916,0.060630701803280077,0.026898222226148117,26.247455072292013,38.052481293001385,38.24075416630792,38.1670109002585,38.027015213535115,38.50823272076509,37.93537958148332,38.415437474418525,37.96127522278829,38.44166081527831,37.963163916986666,38.443573410188044,38.01802391008764,38.499127635770265,38.000097746801025,38.480974623661496,37.96958668826983,38.45007745921465,37.97510881953306,38.455669470962206,37.85981844270204,38.33892013798029,37.894161577881405,38.3736978725572,37.896666388610114,38.37623438071911,37.969422422601255,38.4499111148261,37.94564851247678,38.425836354853104,37.905184351143134,38.38486013484906,37.912507873206856,38.39227633331697,4.9430000000000005,0.19,0.039,0.022000000000000002,0.251,0.07200000000000001,0.866,0.3725,0.1435,0.1605,38.052481293001385,26.247455072292013,0.03667976176840949,0.14309674609907916,-0.6143937264016879,0.6939906104607768,-0.721246399047171,-1.408935392973501,-1.6575773191777938,-1.1426675035687315,-0.06248210798265336,-0.6003262785189618,-0.42887372291568837,-0.8431480989299889,-0.7945249632591092,JJA
582,2003-06-30 12:00:00,27.0,181.0,1056967200.0,30,6.0,2003.0,2003-06-30 12:00:00,1056967200.0,0.18,-2.27548099554659,0.02538259711668063,3.6550939848020114,1.0062429825,3.0100328859027785,75.26755134139802,3.523780712061741,1.2380489341666667,2.5598775833333334,70.22485841720284,2.9372601245932493,1.0089867302777775,3.210952763888889,74.22446199969446,3.677023784256286,72.64704458,231.188599,264.7457124664526,1.699423067020139e-10,2.447169216509e-08,0.00010550026729256497,10,15.926073522952375,14.673569275136217,11.740464230332249,12.070286986965128,11.49927327770844,11.818214118051213,290756.250000556,290756.250000556,0.028918110703042264,8.709821508130773e-05,0.12719720891000205,0.0632253876474389,0.01342765733011426,27.13562159039392,38.065543245282996,38.244773268666506,38.1670109002585,38.056639115616704,38.53823150213274,37.96111623076025,38.44149981126624,37.98796074245646,38.4686840301135,37.99279280990949,38.47357724555413,38.037729398950894,38.519082490148456,38.02669420863587,38.50790765367016,37.9916390704408,38.47240890594846,37.996431137142174,38.47726161444303,38.04676693037162,38.52823438811405,38.06244431854244,38.54411016770772,38.06526628073666,38.5469678407671,38.091509572380296,38.57354323134923,38.08506494175839,38.56701704636221,38.06459248857745,38.54628552202275,38.0673910900446,38.54911953873388,4.717,0.264,0.064,0.051,0.379,0.07200000000000001,0.8490000000000001,0.469,0.141,0.154,38.065543245282996,27.13562159039392,0.028918110703042264,0.12719720891000205,-0.744727494896694,0.6736658762457018,-0.5783960731301689,-1.193820026016113,-1.2924298239020637,-1.1426675035687315,-0.07109230975604729,-0.42136079003192767,-0.32882715728491674,-0.8507808873446201,-0.8124792791635369,JJA
583,2003-07-15 12:00:00,29.0,196.0,1058263200.0,15,7.0,2003.0,2003-07-15 12:00:00,1058263200.0,0.35600000000000004,-3.3021404849867677,0.02461171824128496,8.860218566862589,2.3854669090833336,1.3237253295888889,120.97127599490126,3.7432263764758993,1.2684935454166666,2.700491625,69.21837647803736,3.1023744109790066,1.7515298443055556,2.2325422247222217,64.22711096631268,3.2086443549134214,126.11014879,160.74304018,231.02239355376636,4.183449495509667,1506.0418183834797,0.19200457209832092,10,16.094994650036547,14.582899854032984,11.732670296208338,12.070286986965128,11.599498013475303,11.76637622610795,741171.0937510288,741171.0937510288,0.03933051013680152,0.3438747321303611,0.17375636389334545,0.06373712797298142,0.038712279544900856,27.416415472945552,38.03640504403942,38.241758941897565,38.1670109002585,38.016898099348104,38.49798757832128,37.88575072620585,38.36518058473211,37.92453473988853,38.40445539545159,37.92797369063013,38.40793786481524,37.99226081169478,38.47303851510304,37.97414104798774,38.45468945263371,37.927286978123284,38.40724246222112,37.933992270000246,38.4140326070329,38.005483847704646,38.48642888363669,38.0277574150075,38.50898431451664,38.02973239628253,38.51098428843336,38.066652337819654,38.54837143787871,38.056246200390405,38.53783361471272,38.02933801891447,38.51058492036874,38.03318885217606,38.51448448447004,5.141,0.31,0.057999999999999996,0.047,0.415,0.076,0.166,0.593,0.225,0.23600000000000002,38.03640504403942,27.416415472945552,0.03933051013680152,0.17375636389334545,-0.44855000202712475,0.7110476038670339,-0.5086383061657274,-1.2365720064370627,-1.3279021420642825,-1.1191864077192086,-0.7798919119599449,-0.3819519032879073,-0.22694530663573742,-0.6478174818886375,-0.6270879970298934,JJA
584,2003-07-22 12:00:00,30.0,203.0,1058868000.0,22,7.0,2003.0,2003-07-22 12:00:00,1058868000.0,0.22699999999999998,-2.6629435227979683,0.014222312352679725,2.389348475250194,1.307167126547619,1.6123081838690478,104.73775795719999,3.3091531472898463,1.5326956116666668,2.735149166666666,66.26555102083863,3.3053478112569827,1.5294898337499998,1.2680426943055556,120.2948920665321,3.3279926347499758,110.12326803,91.29907399,239.61546970199825,3.432703255457143e-10,5.766941469168e-08,6.122018916103017e-05,10,16.50788576776616,15.13145179982424,11.893054935420196,12.186484403883481,11.956088420131106,12.146429448177809,109835.15625018283,109835.15625018283,0.026973449307410483,0.00011590524854434896,0.09194928420898303,0.062077695112985935,0.04134182270937567,26.75731776486497,38.13688160005178,38.2648687804594,38.1670109002585,38.06406130688513,38.54574761842686,38.018172198174994,38.49927780038733,38.04252311056224,38.52393686436871,38.044473900625384,38.525912340942895,38.076848717058674,38.558696848443816,38.06864710539432,38.550391448483204,38.04186332220416,38.523268726638285,38.04487665944654,38.526320196524736,38.06265341111799,38.544321906270795,38.07972692788104,38.56161148193647,38.081094714283225,38.56299657715869,38.10379415002857,38.585983265685336,38.098043632265274,38.58015997729285,38.07926432067303,38.561143020609066,38.08137710655565,38.5632825429986,4.821000000000001,0.221,0.062,0.055,0.33799999999999997,0.045,0.289,0.4515,0.1685,0.1755,38.13688160005178,26.75731776486497,0.026973449307410483,0.09194928420898303,-0.6439741428068774,0.683137131483007,-0.6556077263148893,-1.207608310501746,-1.2596373105057561,-1.3467874862246563,-0.5391021572434522,-0.4710832997223453,-0.34534224535047536,-0.7734000947926425,-0.7557228791981572,JJA
585,2003-07-29 12:00:00,31.0,210.0,1059472800.0,29,7.0,2003.0,2003-07-29 12:00:00,1059472800.0,0.872,-2.2519151743272983,0.04425838560741833,7.435408782046279,1.6867783489642858,2.4974215202380954,73.23755104210174,3.3370387644350963,2.310691675,2.8434734041666667,61.492055365471614,3.847332012194682,1.76612810125,2.531422680555556,61.28281632975839,3.273962059149841,127.16122329,182.262433,235.72526825878862,1.147450550581273e-09,1.9277169249765387e-07,9.464572719329955e-05,10,17.16479567487216,16.473301579286776,11.732670296208338,12.070286986965128,12.26493829743601,12.847164425378445,93719.53125032324,93719.53125032324,0.01077937981145102,0.00017330150789411804,0.08721233840513076,0.06565365551530296,0.03155223992973328,28.174871747219683,38.145924490092895,38.23472551277004,38.1670109002585,38.12586922958233,38.608337697028745,38.02583991273472,38.5070425469772,38.051909638352186,38.533442175120705,38.057125961567344,38.538724508934905,38.08476640973395,38.566714736527814,38.081314061137135,38.563218699764136,38.04668791839698,38.52815437627272,38.05005345949819,38.53156250702474,38.01465284988481,38.49571391607449,38.04278846498906,38.52420557675553,38.048418154552905,38.52990650791335,38.07824896375801,38.56011481473597,38.07452303458058,38.556341735332815,38.03715295102172,38.51849874748857,38.040785193663275,38.52217695478813,5.131,0.053,0.057,0.015,0.125,0.09300000000000001,0.161,0.5609999999999999,0.451,0.493,38.145924490092895,28.174871747219683,0.01077937981145102,0.08721233840513076,-0.05948351506743278,0.7102020146553848,-1.275724130399211,-1.2441251443275085,-1.8239087409443189,-1.0315170514460648,-0.7931741239681502,-0.9030899869919435,-0.25103713874383865,-0.34582345812203946,-0.30715308072277,JJA
586,2003-08-04 12:00:00,32.0,216.0,1059991200.0,4,8.0,2003.0,2003-08-04 12:00:00,1059991200.0,0.9590000000000001,-2.5741736391207626,2.1697185029766626,312.43946442863944,-0.5257095396527778,-1.2039139499305556,178.7217023564382,4.908419748166054,0.9354706041666664,-1.5167799000000002,214.29750803797245,5.113458001783255,-1.0087405569444443,-2.7382656652777784,203.22998922823024,5.6037899822531285,-72.62932009999999,-197.1551279,403.4728787222252,21.14459715161481,3044.821989832533,0.6628070921264759,10,19.738635702984027,20.06903266003273,12.663915067685227,12.788386981434972,14.445179828521745,15.313485555673456,1876710.937500071,1876710.937500071,0.02111731005689544,0.43481904434622937,0.23682835063532234,0.05912386323003638,0.0149681329819091,26.212205449398066,38.08563855648547,38.221663430104655,38.1670109002585,38.08641243994593,38.568381596630104,37.783655829815274,38.261793716009066,37.90162474723443,38.38125548549806,37.91667268101409,38.396493845193135,37.97279531402865,38.45332668891992,37.97599268979603,38.45656452626935,37.86429640131066,38.343454763462894,37.86724278173053,38.34643842921356,37.63732418005996,38.113610294524406,37.80032337785557,38.2786721855712,37.821115304985426,38.29972722668167,37.89866068184981,38.378253910986096,37.903078537811645,38.38272767324565,37.74874631354301,38.226442433000585,37.75281736594687,38.23056500303417,4.821000000000001,0.079,0.011000000000000001,0.009000000000000001,0.099,0.099,0.39399999999999996,0.5785,0.4885,0.4905,38.08563855648547,26.212205449398066,0.02111731005689544,0.23682835063532234,-0.018181392829336368,0.683137131483007,-1.1023729087095586,-1.9586073148417749,-2.0457574905606752,-1.00436480540245,-0.4045037781744259,-1.00436480540245,-0.23769663671223162,-0.31113543194520815,-0.3093609882840327,JJA
589,2003-08-26 12:00:00,35.0,238.0,1061892000.0,26,8.0,2003.0,2003-08-26 12:00:00,1061892000.0,1.976,-1.8472885289932783,0.3734238332756041,71.697375988916,1.72356122671875,1.8626444077135416,84.46069169396273,3.1022405628683765,0.20809716375000006,1.3365491583333329,134.32500697729253,3.2281862169007973,1.3012089615277778,2.1355193375,79.84415817280016,3.343158831195718,93.68704523,153.75739230000002,240.7074358460917,2.8350108277930435,544.3220789362642,0.274772250712401,11,16.17427106013042,14.823976049139695,12.965045759642882,13.05239748847812,12.41537496153904,12.465701522710583,1345507.031250258,1345507.031250258,0.012550586477940804,0.24494762801858566,0.21196454306745413,0.06553455511425965,0.013926638482729094,28.23575950507879,38.09870050876708,38.242763717487215,38.1670109002585,38.123463775630476,38.605901802966144,37.855094611055385,38.334136528029276,37.89065362616382,38.37014552903625,37.89176933643769,38.37127535820203,37.95487897984746,38.43518363030018,37.9355561832608,38.415616311024756,37.902370169724826,38.38201034102838,37.904141248590065,38.38380383222737,37.87220317577265,38.351461595167756,37.90581178388945,38.385495507519686,37.90686629761128,38.38656336571415,37.966514385931,38.44696627805073,37.94825144202714,38.42847222349329,37.91688567667937,38.39670953623806,37.91855961211722,38.398404654696314,4.625,0.491,0.27399999999999997,0.10400000000000001,0.8690000000000001,0.161,1.012,1.857,1.092,1.262,38.09870050876708,28.23575950507879,0.012550586477940804,0.21196454306745413,0.2957869402516093,0.6651117370750514,-0.3089185078770315,-0.5622494371796121,-0.9829666607012196,-0.7931741239681502,0.005180512503780314,-0.06098022355133348,0.2688119037397804,0.03822263836871846,0.10105935490811552,JJA
590,2003-09-01 12:00:00,36.0,244.0,1062410400.0,1,9.0,2003.0,2003-09-01 12:00:00,1062410400.0,0.599,-2.1968635179954834,1.0075010862943021,145.08015642637952,1.7593334014861108,1.5975825969791666,126.20194153155951,4.147371363036052,4.681615458333333,0.5346091135000001,197.79488699633544,4.963508581216524,2.3722367777777773,2.219552709236111,131.8271090813542,4.622167737938838,170.80104799999995,159.807795065,332.79607713159635,19.944926122999565,2872.0693617119373,0.305312044091225,12,19.370851400056612,20.645081259559227,16.222622682959436,16.347383652354168,16.430005852960413,17.677590535077762,1022182.0312500488,1022182.0312500488,-0.0012714891829127448,0.4264350525613765,0.1934092805678348,0.06184395155789789,0.013049291908413252,27.580048048907088,38.23534862494389,38.213625225387496,38.234330168681524,38.23838138011697,38.6540952547433,37.97297630665351,38.38580479315793,38.04344488401371,38.45703947944525,38.05691649128511,38.47065754516635,38.072424722216375,38.48633437598434,38.08241764749035,38.49643594073349,38.04100468699905,38.45457275348978,38.042480120317094,38.456064227186076,37.89191692571599,38.3038641639011,37.984241461936115,38.39719241914096,38.00189131297701,38.41503415298908,38.022209450251225,38.435573181714936,38.03530169967592,38.448807765347816,37.98104443332983,38.393960633594105,37.98297747500478,38.39591469060013,4.656000000000001,0.23600000000000002,0.033,0.032,0.30100000000000005,0.08900000000000001,0.511,0.6005,0.3315,0.3325,38.23534862494389,27.580048048907088,-0.0012714891829127448,0.1934092805678348,-0.22257317761068865,0.6680129716418322,-0.6270879970298934,-1.4814860601221125,-1.494850021680094,-1.0506099933550872,-0.29157909986528724,-0.5214335044061565,-0.22148698826107513,-0.47951646725920805,-0.47820835036087656,SON
591,2003-09-08 12:00:00,37.0,251.0,1063015200.0,8,9.0,2003.0,2003-09-08 12:00:00,1063015200.0,0.20199999999999999,-2.1504507071290435,3.867481858929847,649.7369523002143,-1.0314657394999998,-0.7196608766071428,152.03414054840025,4.851767372674697,-0.0958889810833334,2.7774561704166665,106.67179771953873,3.6709898947050417,0.2954571003333333,1.9912703415277777,109.51924684999877,3.211708293362044,21.272911224,143.37146459,231.24299712206715,43.26741502607201,7268.925724380098,0.40319303136009743,16,17.516940484375738,16.740945737859434,11.732670296208338,12.070286986965128,12.483980284302078,13.000183037414555,1445744.5312500559,1445744.5312500559,0.028660887436687432,0.5811362925795562,0.21710262843409844,0.05391885390156951,0.008070970240352348,24.925688381963358,38.1298482411309,38.18448673328777,38.234330168681524,38.165840804107674,38.58076604378575,38.01430216550958,38.427579931828866,37.95233292336562,38.36493698246119,37.963530285278395,38.37625607804935,38.033356256947826,38.44684117246888,38.02404049294415,38.43742413084285,37.93427502676818,38.34668276693258,37.94266783666299,38.35516682042596,37.811023607358024,38.22209140259622,37.69180247903973,38.10157414522117,37.713344813192016,38.1233506798515,37.84768131369357,38.259147638278094,37.82975894031542,38.24103041932828,37.65706132789897,38.066455300830114,37.673208052157676,38.082777566444435,5.066,0.36700000000000005,0.023,0.023,0.413,0.084,0.518,0.514,0.124,0.124,38.1298482411309,24.925688381963358,0.028660887436687432,0.21710262843409844,-0.6946486305533762,0.7046651854545292,-0.4353339357479106,-1.6382721639824072,-1.6382721639824072,-1.0757207139381184,-0.28567024025476695,-0.384049948343599,-0.28903688100472424,-0.906578314837765,-0.906578314837765,SON
